Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t8722,0.0,0.0,0.0,0.0,2553.680217941952,1.1086683910859345,80.74527720960477,47.651857018672544,0.0
t8723,0.0,0.0,0.0,0.0,2553.4759719023455,1.110171230425038,80.8536525378483,47.908099800564386,0.0
t8724,0.0,0.0,0.0,0.0,2553.278791621548,1.1116448640965364,80.9625424348829,48.146244191233215,0.0
t8725,0.0,0.0,0.0,0.0,2553.174396679866,1.1131298073593454,81.07192672662589,48.263807694365035,0.0
t8726,0.0,0.0,0.0,0.0,2552.9175445682613,1.1146525971560421,81.18093164100563,48.30469860096107,0.0
t8727,0.0,0.0,0.0,0.0,2552.604704417023,1.1161681035247508,81.29108522742612,48.52535642507019,0.0
t8728,0.0,0.0,0.0,0.0,2552.244311326075,1.1176662475300312,81.40281745109785,48.7727905858902,0.0
t8729,0.0,0.0,0.0,0.0,2551.9202647036873,1.1191330401064652,81.51616366707646,49.02880669603682,0.0
t8730,0.0,0.0,0.0,0.0,2551.4457927381977,1.1206421123636428,81.62956112674907,49.26976401794085,0.0
t8731,0.0,0.0,0.0,0.0,2550.9156161659876,1.1221315382547923,81.74399982238685,49.51330710521337,0.0
t8732,0.0,0.0,0.0,0.0,2550.337882717199,1.1235915082120917,81.8592914686187,49.69459547702331,0.0
t8733,0.0,0.0,0.0,0.0,2549.794956181703,1.1250192831589758,81.97697385446217,49.94913072924256,0.0
t8734,0.0,0.0,0.0,0.0,2549.1037014607987,1.1264405242872326,82.09420644168212,50.21307693687699,0.0
t8735,0.0,0.0,0.0,0.0,2548.3568134925745,1.127861129294566,82.21056676395798,50.41615358925279,0.0
t8736,0.0,0.0,0.0,0.0,2547.5619729545156,1.1293013100597717,82.32507920872501,50.64591608560293,0.0
t8737,0.0,0.0,0.0,0.0,2546.800733689582,1.1307974075050897,82.44038399856156,50.695898633835995,0.0
t8738,0.0,0.0,0.0,0.0,2545.910054946475,1.132229135920881,82.55429353681205,50.70129652369115,0.0
t8739,0.0,0.0,0.0,0.0,2544.9815422386305,1.1336320492122949,82.67043153021753,50.763938508176025,0.0
t8740,0.0,0.0,0.0,0.0,2544.0218112582547,1.1350572185929615,82.7875981192888,50.87584536506943,0.0
t8741,0.0,0.0,0.0,0.0,2543.113071566625,1.1365313139339268,82.91057663624345,51.002776165795936,0.0
t8742,0.0,0.0,0.0,0.0,2542.074623854612,1.1379535808830938,83.03186762542914,51.1852641050737,0.0
t8743,0.0,0.0,0.0,0.0,2540.9980658784307,1.1393729328464113,83.15469911306162,51.382691500307914,0.0
t8744,0.0,0.0,0.0,0.0,2539.8889052751147,1.1407944910775327,83.27683375740149,51.44738865972054,0.0
t8745,0.0,0.0,0.0,0.0,2538.8315079203926,1.1423320201352474,83.40366440974108,51.52745720474952,0.0
t8746,0.0,0.0,0.0,0.0,2537.6415320002193,1.1438450941050287,83.52579426801101,51.59661053068315,0.0
t8747,0.0,0.0,0.0,0.0,2536.4112464478853,1.145400563627633,83.64398615331942,51.704475452495394,0.0
t8748,0.0,0.0,0.0,0.0,2535.1414684299534,1.1470217018594673,83.76094876304583,51.76271194433842,0.0
t8749,0.0,0.0,0.0,0.0,2533.9085814742393,1.1488251391128956,83.88117041556633,51.711133106076595,0.0
t8750,0.0,0.0,0.0,0.0,2532.5245319636733,1.1506557430062958,84.02981861710818,51.63090130637832,0.0
t8751,0.0,0.0,0.0,0.0,2531.1558520738567,1.1524568031369884,84.16568994054913,51.61738045485264,0.0
t8752,0.0,0.0,0.0,0.0,2529.805525071413,1.1542478389073145,84.30198654442341,51.618819938641515,0.0
t8753,0.0,0.0,0.0,0.0,2528.5402816664673,1.1560321665508464,84.44550273804163,51.67692041700973,0.0
t8754,0.0,0.0,0.0,0.0,2527.1880897414367,1.1575276918071575,84.64032048228381,51.73715712970167,0.0
t8755,0.0,0.0,0.0,0.0,2525.8322462266,1.1591590322323235,84.85385981997597,51.81144426169327,0.0
t8756,0.0,0.0,0.0,0.0,2524.4766532226736,1.1607455889976235,85.09959476509451,51.91057464380448,0.0
t8757,0.0,0.0,0.0,0.0,2523.200681781335,1.162528459133312,85.33332162559107,52.05595019955793,0.0
t8758,0.0,0.0,0.0,0.0,2521.8248557350234,1.1643235325852415,85.61619685688814,52.19259257495486,0.0
t8759,0.0,0.0,0.0,0.0,2520.438643833472,1.166130001496766,85.97161940743993,52.300567101780715,0.0
t8760,0.0,0.0,0.0,0.0,2519.049827289616,1.1679445354547706,86.43022099606144,52.372194777415565,0.0
t8761,0.0,0.0,0.0,0.0,2517.743564556894,1.1697711655587943,86.94177650420626,52.44060719059369,0.0
t8762,0.0,0.0,0.0,0.0,2516.350470730436,1.1714608609953536,87.47513547741983,52.453018696363415,0.0
