325158,city??,CA,country??,2012,32.7200508118,-116.26385498,Not Available,1,8760
WIND Toolkit data from NREL downloaded on 2022-10-10,,,,,,,,,
Temperature,Pressure,Speed,Direction,,,,,,
C,atm,m/s,Degrees,,,,,,
27.4,0.86,5.680,306.2,,,,,,
27.2,0.86,6.720,296.6,,,,,,
26.7,0.86,7.980,286.8,,,,,,
26.7,0.86,8.210,283.4,,,,,,
26.2,0.86,8.090,286.3,,,,,,
25.7,0.86,8.600,284.9,,,,,,
25.3,0.86,9.540,286.4,,,,,,
25.0,0.86,8.950,297.6,,,,,,
24.5,0.86,9.550,294.4,,,,,,
24.2,0.86,10.290,291.7,,,,,,
24.0,0.86,11.550,286.2,,,,,,
23.9,0.86,13.290,281.3,,,,,,
23.6,0.86,13.440,277.3,,,,,,
23.5,0.86,12.530,271.0,,,,,,
23.7,0.86,11.980,267.1,,,,,,
24.4,0.86,11.370,261.5,,,,,,
24.8,0.86,11.550,257.4,,,,,,
24.7,0.86,12.170,253.1,,,,,,
24.6,0.86,12.520,249.7,,,,,,
24.4,0.86,13.530,247.9,,,,,,
24.1,0.86,14.230,247.3,,,,,,
23.4,0.86,14.480,251.2,,,,,,
22.4,0.86,13.810,253.3,,,,,,
21.4,0.86,13.530,256.5,,,,,,
20.8,0.86,13.730,252.6,,,,,,
20.2,0.86,13.840,251.3,,,,,,
19.4,0.86,13.950,251.4,,,,,,
19.0,0.86,13.990,252.1,,,,,,
18.5,0.87,13.990,250.6,,,,,,
18.0,0.87,13.770,251.1,,,,,,
17.7,0.87,13.390,247.1,,,,,,
17.2,0.87,12.500,249.0,,,,,,
17.2,0.87,12.900,246.9,,,,,,
17.0,0.87,12.580,245.1,,,,,,
16.9,0.87,12.580,242.5,,,,,,
17.1,0.87,12.040,246.3,,,,,,
17.3,0.87,11.740,247.2,,,,,,
17.4,0.87,10.690,246.3,,,,,,
18.4,0.87,10.900,247.3,,,,,,
19.3,0.87,11.270,248.7,,,,,,
20.3,0.87,10.870,247.8,,,,,,
21.0,0.87,11.310,247.5,,,,,,
21.5,0.87,11.030,245.6,,,,,,
21.6,0.87,11.060,247.6,,,,,,
21.4,0.87,10.650,249.5,,,,,,
20.7,0.87,10.260,251.1,,,,,,
19.5,0.87,10.620,249.5,,,,,,
18.8,0.87,10.870,251.7,,,,,,
18.2,0.87,11.220,251.2,,,,,,
17.6,0.87,11.730,253.4,,,,,,
17.3,0.87,11.380,250.2,,,,,,
16.9,0.87,11.610,250.0,,,,,,
16.3,0.87,11.650,245.2,,,,,,
16.1,0.87,11.600,243.7,,,,,,
15.8,0.87,10.740,244.1,,,,,,
15.8,0.87,10.160,244.0,,,,,,
16.4,0.86,10.190,255.7,,,,,,
16.9,0.86,10.930,263.8,,,,,,
17.4,0.86,10.990,271.8,,,,,,
17.7,0.86,9.980,274.7,,,,,,
17.3,0.86,9.140,271.1,,,,,,
16.8,0.86,7.410,250.5,,,,,,
17.3,0.87,7.400,235.1,,,,,,
18.7,0.86,7.440,241.6,,,,,,
19.8,0.86,7.260,252.2,,,,,,
20.4,0.86,7.570,249.0,,,,,,
20.7,0.86,7.980,245.2,,,,,,
21.2,0.86,8.490,248.9,,,,,,
20.7,0.86,8.770,248.4,,,,,,
20.1,0.86,9.000,252.8,,,,,,
18.9,0.86,9.030,259.6,,,,,,
18.3,0.86,8.410,264.3,,,,,,
18.6,0.86,8.430,263.5,,,,,,
18.4,0.86,8.960,258.7,,,,,,
18.3,0.86,8.540,260.0,,,,,,
18.3,0.86,8.680,263.3,,,,,,
18.3,0.86,9.350,267.6,,,,,,
17.8,0.86,9.420,266.5,,,,,,
17.6,0.86,8.990,269.6,,,,,,
17.2,0.86,8.400,267.4,,,,,,
17.7,0.86,8.760,274.2,,,,,,
19.2,0.86,8.740,286.9,,,,,,
19.4,0.86,8.200,288.4,,,,,,
20.6,0.86,7.140,297.6,,,,,,
20.1,0.86,6.540,292.0,,,,,,
19.9,0.86,5.000,293.2,,,,,,
19.8,0.86,4.780,277.9,,,,,,
19.8,0.86,6.080,268.3,,,,,,
21.9,0.86,3.030,259.3,,,,,,
21.9,0.86,3.450,47.4,,,,,,
22.4,0.86,1.470,99.5,,,,,,
22.4,0.86,3.100,51.2,,,,,,
22.5,0.86,1.480,18.3,,,,,,
20.9,0.86,9.830,279.7,,,,,,
19.4,0.86,10.870,276.4,,,,,,
18.2,0.86,11.160,275.0,,,,,,
19.1,0.86,10.830,276.6,,,,,,
17.8,0.86,11.280,267.4,,,,,,
17.6,0.86,12.390,273.0,,,,,,
17.6,0.86,12.620,276.3,,,,,,
17.3,0.86,12.210,276.7,,,,,,
17.2,0.86,10.990,275.0,,,,,,
16.4,0.86,10.610,268.5,,,,,,
16.8,0.86,11.100,275.3,,,,,,
17.2,0.86,10.660,279.3,,,,,,
17.1,0.86,10.330,278.4,,,,,,
18.3,0.86,9.310,291.3,,,,,,
18.9,0.86,6.520,300.5,,,,,,
18.7,0.86,4.580,310.0,,,,,,
18.6,0.86,3.180,315.0,,,,,,
19.1,0.86,3.690,12.9,,,,,,
19.4,0.86,3.130,30.3,,,,,,
20.0,0.86,2.060,55.8,,,,,,
20.7,0.86,1.780,63.3,,,,,,
21.1,0.86,1.190,77.8,,,,,,
21.4,0.86,0.330,125.1,,,,,,
21.4,0.86,1.580,249.6,,,,,,
20.9,0.86,3.870,256.3,,,,,,
19.5,0.86,6.960,254.5,,,,,,
18.6,0.86,5.670,260.5,,,,,,
18.4,0.86,6.540,263.6,,,,,,
18.6,0.86,6.030,266.8,,,,,,
17.7,0.86,7.200,266.3,,,,,,
17.1,0.86,7.700,260.1,,,,,,
16.7,0.86,8.520,260.4,,,,,,
17.1,0.86,8.470,264.9,,,,,,
16.3,0.86,7.950,255.5,,,,,,
15.5,0.86,7.730,254.3,,,,,,
15.7,0.86,7.790,257.3,,,,,,
16.2,0.86,7.990,262.2,,,,,,
16.7,0.86,8.050,267.6,,,,,,
17.4,0.86,7.790,275.1,,,,,,
17.7,0.86,7.270,278.7,,,,,,
17.8,0.86,5.890,276.0,,,,,,
18.9,0.86,4.880,266.7,,,,,,
19.7,0.86,4.320,267.6,,,,,,
20.0,0.86,4.470,257.7,,,,,,
20.0,0.86,5.380,244.3,,,,,,
20.1,0.86,6.830,243.8,,,,,,
20.1,0.86,7.770,245.6,,,,,,
20.0,0.86,8.380,252.8,,,,,,
19.5,0.86,9.000,255.4,,,,,,
18.2,0.86,9.010,256.8,,,,,,
17.2,0.86,8.020,265.5,,,,,,
17.9,0.86,7.970,266.4,,,,,,
17.2,0.86,8.820,256.5,,,,,,
16.7,0.86,9.030,262.2,,,,,,
17.2,0.86,9.310,265.8,,,,,,
16.7,0.86,9.250,259.7,,,,,,
16.2,0.86,9.210,257.0,,,,,,
15.6,0.86,8.500,253.1,,,,,,
15.2,0.86,8.450,252.5,,,,,,
15.3,0.86,8.220,257.3,,,,,,
15.1,0.86,8.020,254.8,,,,,,
15.2,0.86,7.810,254.6,,,,,,
15.5,0.86,7.720,258.2,,,,,,
15.7,0.86,7.500,256.7,,,,,,
15.6,0.86,7.460,255.9,,,,,,
16.4,0.86,6.920,253.2,,,,,,
17.6,0.86,6.550,249.1,,,,,,
18.4,0.86,6.580,248.2,,,,,,
18.8,0.86,7.350,247.5,,,,,,
19.0,0.86,7.710,249.1,,,,,,
18.9,0.86,8.240,247.9,,,,,,
18.5,0.86,8.630,250.8,,,,,,
17.8,0.86,8.920,252.1,,,,,,
16.4,0.86,9.640,253.4,,,,,,
15.3,0.86,10.290,253.8,,,,,,
15.4,0.86,11.290,250.3,,,,,,
15.2,0.86,11.960,250.2,,,,,,
14.8,0.86,12.080,251.3,,,,,,
14.6,0.86,12.310,252.7,,,,,,
14.0,0.86,12.300,255.3,,,,,,
12.9,0.86,11.850,252.7,,,,,,
12.3,0.86,12.200,250.8,,,,,,
12.0,0.86,11.880,252.2,,,,,,
11.5,0.86,11.660,252.6,,,,,,
11.5,0.86,11.320,251.8,,,,,,
11.1,0.86,10.460,249.7,,,,,,
11.0,0.86,10.170,249.3,,,,,,
11.1,0.86,9.350,247.8,,,,,,
11.3,0.86,8.320,247.0,,,,,,
12.4,0.86,8.540,246.8,,,,,,
13.3,0.86,9.220,246.3,,,,,,
14.0,0.86,9.930,245.9,,,,,,
14.4,0.86,10.890,248.2,,,,,,
14.6,0.86,11.130,248.0,,,,,,
14.7,0.86,11.160,250.1,,,,,,
14.5,0.86,11.330,251.5,,,,,,
13.8,0.86,11.480,252.7,,,,,,
12.2,0.86,11.930,256.7,,,,,,
10.9,0.86,12.170,254.1,,,,,,
10.3,0.86,12.090,250.8,,,,,,
10.0,0.86,12.330,252.4,,,,,,
9.3,0.86,13.730,249.0,,,,,,
9.0,0.86,14.070,249.5,,,,,,
8.6,0.86,15.030,243.6,,,,,,
8.3,0.86,15.140,245.6,,,,,,
8.0,0.86,14.970,240.3,,,,,,
7.8,0.86,14.880,241.1,,,,,,
7.4,0.86,14.370,239.8,,,,,,
7.8,0.86,13.970,240.3,,,,,,
7.8,0.86,13.130,237.7,,,,,,
7.6,0.86,13.200,233.1,,,,,,
7.8,0.86,13.160,231.5,,,,,,
8.2,0.86,13.090,236.9,,,,,,
8.7,0.86,13.590,234.5,,,,,,
9.2,0.86,12.910,233.7,,,,,,
10.1,0.86,13.050,224.2,,,,,,
8.1,0.86,14.890,262.4,,,,,,
8.3,0.86,10.950,242.6,,,,,,
8.5,0.86,10.500,231.0,,,,,,
9.1,0.86,12.710,239.8,,,,,,
9.0,0.86,12.700,238.6,,,,,,
7.2,0.86,13.070,236.8,,,,,,
7.0,0.86,12.620,242.2,,,,,,
7.6,0.86,13.200,252.3,,,,,,
7.2,0.86,14.500,246.7,,,,,,
7.1,0.86,13.320,250.2,,,,,,
6.9,0.86,11.880,244.4,,,,,,
7.0,0.86,12.870,242.8,,,,,,
6.8,0.86,11.680,241.9,,,,,,
6.5,0.86,12.180,243.4,,,,,,
6.3,0.86,12.030,242.1,,,,,,
6.3,0.86,13.100,247.0,,,,,,
6.4,0.86,12.180,245.9,,,,,,
6.4,0.86,11.220,242.5,,,,,,
6.4,0.86,11.480,247.2,,,,,,
6.4,0.86,11.130,246.8,,,,,,
6.5,0.86,8.990,250.0,,,,,,
7.0,0.86,9.660,247.8,,,,,,
8.0,0.86,10.310,252.8,,,,,,
8.9,0.87,10.400,250.8,,,,,,
9.4,0.87,9.950,251.4,,,,,,
9.9,0.87,9.950,252.4,,,,,,
10.3,0.87,9.640,259.4,,,,,,
10.2,0.87,10.240,254.6,,,,,,
10.6,0.86,9.830,267.9,,,,,,
10.0,0.86,8.960,271.2,,,,,,
9.5,0.86,8.600,272.3,,,,,,
9.6,0.87,8.890,274.3,,,,,,
10.8,0.87,6.750,294.2,,,,,,
10.3,0.87,5.070,286.9,,,,,,
11.2,0.87,2.740,282.9,,,,,,
11.6,0.87,3.340,320.4,,,,,,
12.0,0.87,5.010,17.1,,,,,,
11.5,0.87,3.930,25.5,,,,,,
11.7,0.87,3.500,41.2,,,,,,
11.2,0.87,3.680,45.7,,,,,,
11.7,0.87,3.370,34.0,,,,,,
11.6,0.87,4.220,40.6,,,,,,
11.6,0.87,4.820,44.1,,,,,,
11.5,0.87,5.390,53.0,,,,,,
11.6,0.87,5.080,51.6,,,,,,
12.3,0.87,5.500,45.3,,,,,,
13.0,0.87,6.560,45.9,,,,,,
13.6,0.87,7.060,42.1,,,,,,
14.4,0.87,7.780,42.2,,,,,,
15.1,0.87,8.720,41.3,,,,,,
15.6,0.87,8.680,41.7,,,,,,
16.0,0.87,8.120,41.1,,,,,,
16.2,0.87,7.650,37.4,,,,,,
16.5,0.87,8.160,31.7,,,,,,
16.9,0.87,8.580,34.0,,,,,,
17.2,0.87,9.030,33.6,,,,,,
17.5,0.87,9.250,33.8,,,,,,
17.6,0.87,8.920,33.2,,,,,,
17.8,0.87,8.890,32.5,,,,,,
17.9,0.87,9.050,31.8,,,,,,
18.0,0.87,9.000,31.6,,,,,,
17.9,0.87,8.920,32.6,,,,,,
17.7,0.87,8.670,36.4,,,,,,
17.6,0.87,8.940,34.6,,,,,,
17.6,0.87,9.250,33.4,,,,,,
17.4,0.87,9.790,30.3,,,,,,
17.1,0.87,10.150,29.5,,,,,,
17.0,0.87,9.700,31.7,,,,,,
17.0,0.87,9.980,36.5,,,,,,
17.2,0.87,9.750,41.1,,,,,,
17.5,0.87,10.930,39.1,,,,,,
17.8,0.87,10.530,44.6,,,,,,
18.3,0.87,10.440,45.7,,,,,,
18.7,0.87,10.550,42.0,,,,,,
19.3,0.87,10.370,46.5,,,,,,
19.4,0.86,9.430,46.5,,,,,,
19.5,0.86,8.370,42.0,,,,,,
19.4,0.86,7.500,41.0,,,,,,
19.9,0.86,7.870,36.9,,,,,,
20.4,0.86,8.940,35.1,,,,,,
20.5,0.86,10.160,38.4,,,,,,
20.5,0.86,10.150,43.8,,,,,,
20.3,0.86,9.500,40.6,,,,,,
20.0,0.86,9.410,34.1,,,,,,
19.3,0.86,8.310,28.7,,,,,,
19.5,0.86,8.860,35.0,,,,,,
19.7,0.86,7.520,45.9,,,,,,
19.7,0.86,7.780,32.8,,,,,,
19.6,0.86,8.100,28.8,,,,,,
19.4,0.86,7.480,33.6,,,,,,
19.4,0.86,6.780,36.2,,,,,,
19.6,0.86,6.060,40.8,,,,,,
19.8,0.86,5.270,44.1,,,,,,
20.1,0.86,4.580,41.8,,,,,,
20.5,0.86,4.160,49.2,,,,,,
21.0,0.86,3.760,52.4,,,,,,
21.4,0.86,3.930,57.0,,,,,,
21.7,0.86,4.170,58.8,,,,,,
22.1,0.86,4.510,60.8,,,,,,
22.4,0.86,4.550,61.8,,,,,,
22.3,0.86,4.630,61.3,,,,,,
22.0,0.86,4.220,59.9,,,,,,
21.9,0.86,3.350,49.3,,,,,,
22.1,0.86,2.620,52.4,,,,,,
22.1,0.86,1.470,47.8,,,,,,
22.0,0.86,0.330,59.6,,,,,,
21.8,0.86,0.600,239.1,,,,,,
21.7,0.86,0.910,217.8,,,,,,
21.6,0.86,1.260,216.0,,,,,,
21.5,0.86,1.300,214.0,,,,,,
21.3,0.86,1.670,212.5,,,,,,
21.4,0.86,1.370,219.4,,,,,,
21.6,0.86,0.970,219.5,,,,,,
21.5,0.86,1.240,219.3,,,,,,
21.5,0.86,1.220,207.7,,,,,,
21.7,0.86,0.970,181.7,,,,,,
22.0,0.86,1.200,68.3,,,,,,
21.9,0.86,2.220,78.8,,,,,,
22.2,0.86,2.390,80.7,,,,,,
22.4,0.86,2.920,69.4,,,,,,
22.6,0.86,3.570,57.9,,,,,,
22.9,0.86,3.940,52.5,,,,,,
23.1,0.86,4.120,59.2,,,,,,
23.3,0.86,3.870,66.6,,,,,,
23.2,0.86,3.320,76.3,,,,,,
22.8,0.86,2.610,88.6,,,,,,
23.2,0.86,0.820,37.1,,,,,,
23.7,0.86,1.970,32.2,,,,,,
23.5,0.86,1.790,32.6,,,,,,
23.5,0.86,1.500,36.4,,,,,,
23.4,0.86,0.940,17.3,,,,,,
23.3,0.86,0.360,333.1,,,,,,
23.1,0.86,0.440,227.8,,,,,,
23.0,0.86,0.860,11.4,,,,,,
22.7,0.86,2.920,73.7,,,,,,
22.3,0.86,2.960,78.9,,,,,,
21.9,0.86,3.650,78.8,,,,,,
21.8,0.86,4.090,74.9,,,,,,
21.4,0.86,4.760,75.0,,,,,,
20.8,0.86,5.680,58.6,,,,,,
20.3,0.86,6.220,50.4,,,,,,
19.9,0.86,6.640,39.5,,,,,,
20.2,0.86,7.710,37.6,,,,,,
20.3,0.86,8.160,36.8,,,,,,
20.3,0.86,8.420,41.1,,,,,,
20.5,0.86,8.060,47.3,,,,,,
20.8,0.86,7.990,47.8,,,,,,
21.1,0.86,8.280,51.2,,,,,,
21.0,0.86,8.000,49.6,,,,,,
20.7,0.86,7.200,50.0,,,,,,
20.8,0.86,7.260,43.9,,,,,,
20.6,0.86,7.150,48.2,,,,,,
20.5,0.86,6.830,47.1,,,,,,
20.3,0.86,6.370,53.1,,,,,,
20.0,0.86,5.890,50.5,,,,,,
20.1,0.86,5.910,55.0,,,,,,
19.9,0.86,6.030,64.3,,,,,,
19.4,0.86,6.010,72.0,,,,,,
19.0,0.86,5.050,79.1,,,,,,
18.4,0.86,4.620,82.6,,,,,,
18.0,0.86,4.290,76.8,,,,,,
17.7,0.86,4.860,64.7,,,,,,
17.4,0.86,5.670,49.5,,,,,,
17.1,0.86,6.180,42.3,,,,,,
16.8,0.86,5.870,38.1,,,,,,
17.0,0.87,5.720,35.0,,,,,,
17.2,0.87,5.900,36.8,,,,,,
17.6,0.87,6.010,40.6,,,,,,
17.9,0.87,5.810,43.1,,,,,,
18.3,0.86,5.740,43.5,,,,,,
18.7,0.86,5.670,46.3,,,,,,
18.9,0.86,5.890,47.8,,,,,,
18.9,0.86,5.610,48.4,,,,,,
19.0,0.86,5.350,46.9,,,,,,
19.1,0.86,5.100,42.6,,,,,,
19.8,0.86,5.620,37.6,,,,,,
20.1,0.86,5.770,39.7,,,,,,
20.2,0.86,5.940,45.3,,,,,,
20.2,0.86,5.630,45.3,,,,,,
20.1,0.86,5.360,45.4,,,,,,
20.1,0.86,4.920,44.4,,,,,,
20.2,0.86,4.660,46.5,,,,,,
20.2,0.86,4.170,49.4,,,,,,
20.3,0.86,3.900,50.7,,,,,,
20.2,0.86,3.480,50.6,,,,,,
20.2,0.86,3.270,53.8,,,,,,
20.2,0.86,2.810,55.7,,,,,,
20.1,0.86,2.280,54.5,,,,,,
20.1,0.86,1.970,47.5,,,,,,
20.3,0.86,1.890,39.6,,,,,,
20.7,0.86,2.070,53.9,,,,,,
21.0,0.86,2.520,57.6,,,,,,
21.3,0.86,3.030,57.6,,,,,,
21.6,0.86,3.570,59.8,,,,,,
21.8,0.86,3.450,56.5,,,,,,
22.0,0.86,2.790,60.2,,,,,,
22.0,0.86,0.720,90.2,,,,,,
20.2,0.86,7.000,257.0,,,,,,
20.7,0.86,6.210,279.7,,,,,,
21.6,0.86,6.340,279.2,,,,,,
21.2,0.86,6.770,271.3,,,,,,
20.7,0.86,6.920,270.4,,,,,,
20.3,0.86,6.930,269.5,,,,,,
19.6,0.86,7.410,264.4,,,,,,
18.7,0.86,8.110,260.9,,,,,,
17.3,0.86,8.690,255.9,,,,,,
16.8,0.86,9.230,251.1,,,,,,
16.2,0.86,9.530,246.7,,,,,,
15.6,0.86,9.580,244.9,,,,,,
14.7,0.86,9.910,241.7,,,,,,
14.0,0.86,10.210,239.9,,,,,,
13.7,0.86,10.190,240.8,,,,,,
13.6,0.86,9.800,241.8,,,,,,
14.3,0.86,9.400,244.2,,,,,,
14.9,0.86,9.710,245.9,,,,,,
15.2,0.86,10.220,245.9,,,,,,
15.2,0.86,10.600,246.6,,,,,,
15.0,0.86,10.910,247.7,,,,,,
14.7,0.86,10.930,246.7,,,,,,
14.3,0.86,10.930,247.5,,,,,,
13.5,0.86,11.260,246.9,,,,,,
12.3,0.86,11.190,248.1,,,,,,
11.8,0.86,11.300,249.1,,,,,,
11.3,0.86,11.380,252.9,,,,,,
10.9,0.86,11.560,254.2,,,,,,
10.5,0.86,11.670,253.7,,,,,,
9.9,0.86,11.760,250.8,,,,,,
9.6,0.86,11.850,248.9,,,,,,
8.9,0.86,12.250,249.5,,,,,,
9.0,0.86,11.930,248.1,,,,,,
8.6,0.86,11.410,247.8,,,,,,
8.6,0.86,11.410,245.5,,,,,,
7.9,0.86,11.740,245.9,,,,,,
8.0,0.86,11.470,244.6,,,,,,
8.0,0.86,11.380,245.0,,,,,,
7.9,0.86,11.420,242.7,,,,,,
8.3,0.86,10.990,245.2,,,,,,
8.3,0.86,11.050,245.6,,,,,,
8.8,0.86,10.970,248.4,,,,,,
9.4,0.86,11.160,246.7,,,,,,
10.2,0.86,11.150,248.8,,,,,,
11.1,0.86,11.020,250.1,,,,,,
11.5,0.86,10.620,248.8,,,,,,
11.5,0.86,11.150,255.0,,,,,,
11.2,0.86,10.640,253.9,,,,,,
10.8,0.86,11.380,255.5,,,,,,
10.7,0.86,11.130,253.3,,,,,,
10.6,0.86,10.860,252.4,,,,,,
10.3,0.86,10.490,250.5,,,,,,
9.8,0.86,9.700,244.9,,,,,,
9.4,0.86,9.790,246.1,,,,,,
9.3,0.86,9.440,249.2,,,,,,
9.2,0.86,8.990,243.7,,,,,,
8.6,0.86,9.730,245.9,,,,,,
8.4,0.86,9.980,245.5,,,,,,
8.4,0.86,10.280,246.3,,,,,,
8.3,0.86,10.730,249.1,,,,,,
8.3,0.86,10.240,247.2,,,,,,
7.8,0.86,11.230,250.5,,,,,,
7.7,0.86,10.380,252.8,,,,,,
7.6,0.86,10.210,252.1,,,,,,
9.1,0.86,9.750,259.9,,,,,,
11.2,0.86,9.900,254.8,,,,,,
11.9,0.86,10.410,253.6,,,,,,
12.6,0.86,10.630,248.2,,,,,,
13.0,0.86,11.470,247.7,,,,,,
13.3,0.86,10.980,252.2,,,,,,
13.2,0.86,10.270,250.4,,,,,,
12.6,0.86,9.750,252.7,,,,,,
11.3,0.86,9.500,252.0,,,,,,
10.4,0.86,8.890,251.7,,,,,,
9.7,0.86,8.610,248.5,,,,,,
9.1,0.86,8.180,247.0,,,,,,
8.5,0.86,7.180,250.8,,,,,,
8.3,0.86,7.570,249.2,,,,,,
7.8,0.86,6.980,240.9,,,,,,
7.1,0.86,7.300,231.3,,,,,,
6.8,0.86,6.790,228.8,,,,,,
6.6,0.86,7.130,218.5,,,,,,
8.0,0.86,7.280,230.7,,,,,,
8.6,0.86,6.550,234.9,,,,,,
8.9,0.86,6.430,238.3,,,,,,
8.6,0.86,6.880,234.8,,,,,,
8.9,0.86,6.880,236.5,,,,,,
9.2,0.86,7.520,235.0,,,,,,
10.3,0.86,8.060,247.8,,,,,,
11.3,0.86,9.500,244.8,,,,,,
12.3,0.86,10.410,251.6,,,,,,
12.7,0.86,11.240,249.0,,,,,,
13.0,0.86,12.000,250.7,,,,,,
13.1,0.86,11.910,255.2,,,,,,
13.0,0.86,12.010,254.8,,,,,,
12.5,0.86,11.860,257.6,,,,,,
11.6,0.86,12.740,262.3,,,,,,
10.5,0.86,12.570,259.0,,,,,,
10.3,0.86,13.660,260.5,,,,,,
10.0,0.86,13.750,262.3,,,,,,
9.5,0.86,13.470,260.2,,,,,,
8.7,0.86,13.480,258.8,,,,,,
8.0,0.86,13.690,259.0,,,,,,
7.1,0.86,13.760,259.0,,,,,,
7.7,0.86,13.800,257.9,,,,,,
7.4,0.86,13.400,259.1,,,,,,
6.9,0.86,13.780,261.1,,,,,,
7.2,0.86,15.030,267.2,,,,,,
7.5,0.86,15.520,272.5,,,,,,
8.8,0.86,15.460,279.1,,,,,,
9.4,0.86,13.920,280.7,,,,,,
9.5,0.86,11.680,274.5,,,,,,
11.1,0.86,9.390,270.5,,,,,,
12.4,0.86,7.600,265.7,,,,,,
13.8,0.86,2.520,314.1,,,,,,
14.1,0.86,1.500,12.6,,,,,,
13.7,0.86,6.440,254.8,,,,,,
15.5,0.86,3.770,333.1,,,,,,
15.3,0.86,2.640,36.5,,,,,,
15.1,0.86,2.210,53.4,,,,,,
14.6,0.86,2.330,43.3,,,,,,
14.0,0.86,1.320,44.4,,,,,,
14.8,0.86,6.060,328.0,,,,,,
15.4,0.86,6.470,319.7,,,,,,
15.8,0.86,8.250,330.6,,,,,,
15.8,0.86,9.320,332.1,,,,,,
16.1,0.86,8.710,336.9,,,,,,
15.6,0.86,9.080,342.8,,,,,,
13.8,0.86,6.190,349.0,,,,,,
13.2,0.86,4.080,340.3,,,,,,
13.3,0.86,5.650,355.7,,,,,,
12.9,0.86,4.960,355.3,,,,,,
13.6,0.86,6.740,1.2,,,,,,
13.1,0.86,6.900,9.8,,,,,,
13.4,0.86,5.990,18.3,,,,,,
13.3,0.86,5.360,26.9,,,,,,
13.3,0.86,4.420,30.6,,,,,,
13.7,0.86,4.040,34.0,,,,,,
13.7,0.86,4.880,42.3,,,,,,
14.1,0.86,5.110,49.1,,,,,,
14.4,0.86,6.210,51.6,,,,,,
14.7,0.86,6.850,45.4,,,,,,
14.8,0.86,6.920,44.8,,,,,,
14.8,0.86,6.700,34.8,,,,,,
14.6,0.86,7.010,33.4,,,,,,
14.8,0.86,7.880,36.1,,,,,,
15.0,0.86,9.180,40.0,,,,,,
14.9,0.86,10.190,43.0,,,,,,
14.7,0.86,10.610,45.1,,,,,,
14.6,0.86,10.880,43.1,,,,,,
13.4,0.86,12.250,47.8,,,,,,
13.0,0.86,11.590,53.1,,,,,,
13.0,0.86,11.910,45.9,,,,,,
13.0,0.86,14.400,41.0,,,,,,
12.4,0.86,15.210,38.7,,,,,,
11.8,0.86,16.830,40.9,,,,,,
11.3,0.86,15.110,36.9,,,,,,
10.8,0.86,15.660,41.6,,,,,,
10.0,0.87,16.090,52.0,,,,,,
10.5,0.87,10.340,48.3,,,,,,
10.8,0.87,10.160,39.7,,,,,,
11.5,0.87,10.750,41.1,,,,,,
12.2,0.87,11.060,41.0,,,,,,
12.7,0.87,10.940,40.6,,,,,,
13.0,0.86,11.210,42.3,,,,,,
13.4,0.86,10.680,46.2,,,,,,
14.4,0.86,12.590,58.0,,,,,,
14.3,0.86,10.470,52.6,,,,,,
14.2,0.86,9.960,49.4,,,,,,
14.1,0.86,9.430,44.7,,,,,,
14.0,0.86,10.890,57.5,,,,,,
13.8,0.86,8.970,59.1,,,,,,
13.7,0.86,7.970,51.9,,,,,,
14.2,0.86,9.020,32.1,,,,,,
14.9,0.86,10.860,32.3,,,,,,
15.2,0.86,11.100,31.4,,,,,,
15.4,0.86,11.080,29.9,,,,,,
15.2,0.86,10.900,31.8,,,,,,
15.1,0.86,11.150,34.0,,,,,,
15.1,0.86,10.920,34.9,,,,,,
15.1,0.86,10.940,34.4,,,,,,
15.1,0.86,10.640,37.0,,,,,,
15.3,0.86,10.720,34.9,,,,,,
15.3,0.86,11.050,33.6,,,,,,
15.5,0.86,11.000,34.4,,,,,,
15.8,0.86,10.610,38.9,,,,,,
16.4,0.86,10.440,36.8,,,,,,
16.7,0.86,9.690,41.9,,,,,,
17.3,0.86,9.090,39.5,,,,,,
17.6,0.86,9.940,37.6,,,,,,
17.8,0.86,10.160,33.4,,,,,,
18.0,0.86,9.860,30.1,,,,,,
18.1,0.86,8.260,36.1,,,,,,
18.3,0.86,8.680,38.3,,,,,,
18.3,0.86,8.180,44.4,,,,,,
18.3,0.86,8.030,43.1,,,,,,
18.4,0.86,7.430,38.9,,,,,,
18.3,0.86,6.010,40.9,,,,,,
18.3,0.86,5.440,43.6,,,,,,
18.4,0.86,4.930,44.3,,,,,,
18.4,0.86,5.710,44.6,,,,,,
18.3,0.86,5.610,38.9,,,,,,
18.2,0.86,6.450,32.5,,,,,,
18.0,0.86,7.230,35.2,,,,,,
17.6,0.86,7.600,42.1,,,,,,
17.6,0.86,6.990,39.2,,,,,,
17.7,0.86,6.620,39.0,,,,,,
17.5,0.86,6.640,38.4,,,,,,
17.5,0.86,6.140,29.6,,,,,,
17.9,0.86,6.320,27.9,,,,,,
18.3,0.86,5.430,33.5,,,,,,
18.9,0.86,5.300,33.7,,,,,,
19.2,0.86,5.050,41.3,,,,,,
19.5,0.86,4.550,45.9,,,,,,
19.6,0.86,4.150,50.0,,,,,,
19.6,0.86,3.510,47.5,,,,,,
20.1,0.86,3.130,46.2,,,,,,
20.1,0.86,2.380,33.2,,,,,,
20.2,0.86,1.370,8.3,,,,,,
20.1,0.86,0.610,332.9,,,,,,
19.9,0.86,1.480,268.5,,,,,,
19.6,0.86,2.600,257.4,,,,,,
19.4,0.87,3.160,263.9,,,,,,
19.2,0.87,4.000,254.8,,,,,,
19.1,0.87,3.880,255.6,,,,,,
