Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t134,0.0,6.745455261249997,22.95669530375,5.8053056949999995,0.0,0.0,0.0,0.0,0.0,16.0,51.50745626
t135,0.0,51.186847307544525,23.081750813419998,5.836929822639999,0.0,0.0,0.0,0.0,0.0,16.0,96.10552794360453
t136,0.0,6.431730766860003,23.20680629098,5.86855394216,0.0,0.0,0.0,0.0,0.0,16.0,51.507091
t137,0.0,6.250876579549999,23.33186180065,5.900178069799999,0.0,0.0,0.0,0.0,0.0,16.0,51.48291645
t138,0.0,6.022429812239999,23.45691731032,5.93180219744,0.0,0.0,0.0,0.0,0.0,16.0,51.41114932
t139,0.0,5.833643524929997,23.58197281999,5.9634263250799995,0.0,0.0,0.0,0.0,0.0,16.0,51.37904267
t140,0.0,50.37314562268452,23.60322626844,5.96880091248,0.0,0.0,0.0,0.0,0.0,16.0,95.94517280360452
t141,0.0,5.646512863000005,23.624479749,5.974175507999999,0.0,0.0,0.0,0.0,0.0,16.0,51.24516812
t142,0.0,5.537744387149999,23.64573319745,5.9795500954,0.0,0.0,0.0,0.0,0.0,16.0,51.16302768
t143,0.0,5.521176671070002,23.66698667801,5.98492469092,0.0,0.0,0.0,0.0,0.0,16.0,51.17308804
t144,0.0,5.535896745219997,23.688240126460002,5.990299278319999,0.0,0.0,0.0,0.0,0.0,16.0,51.21443615
t145,0.0,50.167599612744525,23.70949360702,5.9956738738399995,0.0,0.0,0.0,0.0,0.0,16.0,95.87276709360452
t146,0.0,5.578273021180003,23.645378028739998,5.97946028008,0.0,0.0,0.0,0.0,0.0,16.0,51.20311133
t147,0.0,5.567590802990004,23.58126248257,5.9632466944399996,0.0,0.0,0.0,0.0,0.0,16.0,51.11209998
t148,0.0,5.562637355030006,23.517146904289998,5.947033100679999,0.0,0.0,0.0,0.0,0.0,16.0,51.02681736
t149,0.0,5.5167317770699995,23.453031326010002,5.93081950692,0.0,0.0,0.0,0.0,0.0,16.0,50.90058261
t150,0.0,50.108961322484525,23.388915779839998,5.914605921279999,0.0,0.0,0.0,0.0,0.0,16.0,95.41248302360452
t151,0.0,5.435937420920002,23.32480020156,5.89839232752,0.0,0.0,0.0,0.0,0.0,16.0,50.65912995
t152,0.0,5.563176231459995,23.16416356878,5.85777041976,0.0,0.0,0.0,0.0,0.0,16.0,50.58511022
t153,0.0,5.5793657020000005,23.003526936,5.817148511999999,0.0,0.0,0.0,0.0,0.0,16.0,50.40004115
t154,0.0,5.7440616325400065,22.84289030322,5.776526604239999,0.0,0.0,0.0,0.0,0.0,16.0,50.36347854
t155,0.0,50.49580441668452,22.68225367044,5.73590469648,0.0,0.0,0.0,0.0,0.0,16.0,94.91396278360452
t156,0.0,6.08452957339,22.52161706977,5.69528279684,0.0,0.0,0.0,0.0,0.0,16.0,50.30142944
t157,0.0,6.354135103930002,22.36098043699,5.65466088908,0.0,0.0,0.0,0.0,0.0,16.0,50.36977643
t158,0.0,6.595450711259996,22.118268300180002,5.59328366856,0.0,0.0,0.0,0.0,0.0,16.0,50.30700268
t159,0.0,6.881714848589997,21.87555616337,5.53190644804,0.0,0.0,0.0,0.0,0.0,16.0,50.28917746
t160,0.0,51.78804657952452,21.63284402656,5.470529227519999,0.0,0.0,0.0,0.0,0.0,16.0,94.89141983360452
t161,0.0,7.459899753249999,21.39013188975,5.409152006999999,0.0,0.0,0.0,0.0,0.0,16.0,50.25918365
t162,0.0,7.696736500580002,21.14741975294,5.347774786479999,0.0,0.0,0.0,0.0,0.0,16.0,50.19193104
t163,0.0,7.921675107910001,20.90470761613,5.28639756596,0.0,0.0,0.0,0.0,0.0,16.0,50.11278029
t164,0.0,8.319080450750004,20.57061244225,5.201911336999999,0.0,0.0,0.0,0.0,0.0,16.0,50.09160423
t165,0.0,53.256791737194526,20.236517268369997,5.117425108039999,0.0,0.0,0.0,0.0,0.0,16.0,94.61073411360452
t166,0.0,9.013858616660006,19.902422062379998,5.032938870959999,0.0,0.0,0.0,0.0,0.0,16.0,49.94921955
t167,0.0,9.3685108395,19.5683268885,4.9484526419999995,0.0,0.0,0.0,0.0,0.0,16.0,49.88529037
