Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t86,0.0,0.0,0.0,0.0,0.0,-0.16304347826105428,-0.16304347826087676,-0.3079410348194429,0.0
t87,0.0,0.0,0.0,0.0,0.0,-0.16304347826100044,-0.16304347826087665,-0.3007181407807474,0.0
t88,0.0,0.0,0.0,0.0,0.0,-0.1630434782609466,-0.16304347826087656,-0.2895255561805136,0.0
t89,0.0,0.0,0.0,0.0,0.0,-0.1630434782608927,-0.16304347826087645,-0.2719548586001664,0.0
t90,0.0,0.0,0.0,0.0,0.0,-0.16304347826083884,-0.16304347826087637,-0.2468704352082188,0.0
t91,0.0,0.0,0.0,0.0,0.0,-0.16304347826072604,-0.1630434782608761,-0.1621405046175041,0.0
t92,0.0,0.0,0.0,0.0,0.0,-0.16304347826067928,-0.163043478260876,-0.14254979236678292,0.0
t93,0.0,0.0,0.0,0.0,0.0,-0.1630434782606409,-0.16304347826087592,-0.12675266649456943,0.0
t94,0.0,0.0,0.0,0.0,0.0,-0.16304347826060833,-0.1630434782608758,-0.11632778357892538,0.0
t95,0.0,0.0,0.0,0.0,0.0,-0.16304347826058002,-0.16304347826087573,-0.11034330047361791,0.0
t96,0.0,0.0,0.0,0.0,0.0,-0.16304347826052412,-0.16304347826087548,-0.06876846784498025,0.0
t97,0.0,0.0,0.0,0.0,0.0,-0.16304347826050133,-0.1630434782608754,-0.0677901769785715,0.0
t98,0.0,0.0,0.0,0.0,0.0,-0.16304347826048052,-0.1630434782608753,-0.06858586511524471,0.0
t99,0.0,0.0,0.0,0.0,0.0,-0.16304347826046134,-0.1630434782608752,-0.07086816174229778,0.0
t100,0.0,0.0,0.0,0.0,0.0,-0.1630434782604436,-0.1630434782608751,-0.07482289623258723,0.0
t101,0.0,0.0,0.0,0.0,0.0,-0.16304347826040463,-0.16304347826087487,-0.04356338035086437,0.0
t102,0.0,0.0,0.0,0.0,0.0,-0.1630434782603892,-0.16304347826087479,-0.04886242290213666,0.0
t103,0.0,0.0,0.0,0.0,0.0,-0.1630434782603747,-0.16304347826087467,-0.05424631110660237,0.0
t104,0.0,0.0,0.0,0.0,0.0,-0.16304347826036106,-0.1630434782608746,-0.06030348518355672,0.0
t105,0.0,0.0,0.0,0.0,0.0,-0.16304347826034823,-0.1630434782608745,-0.06729963226246945,0.0
t106,0.0,0.0,0.0,0.0,0.0,-0.16304347826031773,-0.1630434782608743,-0.03931692924921494,0.0
t107,0.0,0.0,0.0,0.0,0.0,-0.16304347826030627,-0.16304347826087423,-0.0465179293451799,0.0
t108,0.0,0.0,0.0,0.0,0.0,-0.16304347826029542,-0.16304347826087412,-0.05319461770009443,0.0
t109,0.0,0.0,0.0,0.0,0.0,-0.16304347826028512,-0.16304347826087404,-0.05973578936174059,0.0
t110,0.0,0.0,0.0,0.0,0.0,-0.16304347826027543,-0.16304347826087398,-0.06692680424571583,0.0
t111,0.0,0.0,0.0,0.0,0.0,-0.1630434782602503,-0.1630434782608738,-0.03827029615173337,0.0
t112,0.0,0.0,0.0,0.0,0.0,-0.16304347826024154,-0.1630434782608737,-0.04427791579203397,0.0
t113,0.0,0.0,0.0,0.0,0.0,-0.16304347826023324,-0.16304347826087365,-0.051185945378712946,0.0
t114,0.0,0.0,0.0,0.0,0.0,-0.16304347826022536,-0.16304347826087356,-0.05859197203598517,0.0
t115,0.0,0.0,0.0,0.0,0.0,-0.16304347826021795,-0.1630434782608735,-0.06654232016154214,0.0
t116,0.0,0.0,0.0,0.0,0.0,-0.16304347826019674,-0.16304347826087337,-0.03237647161821081,0.0
t117,0.0,0.0,0.0,0.0,0.0,-0.16304347826019003,-0.16304347826087331,-0.03954681734555156,0.0
t118,0.0,0.0,0.0,0.0,0.0,-0.16304347826018367,-0.16304347826087326,-0.04705744772430324,0.0
